101 5006
 38   2 7.500000e-01 
 39   2 -12 
 40   2 1.175000e+01 
 41   2  -1 
 42   2 1.225000e+01 
 43   2 1.075000e+01 
 44   2 9.750000e+00 
 45   2 -1.225000e+01 
 46   2 2.750000e+00 
 47   2 -5.250000e+00 
 48   2 7.500000e-01 
 49   2   1 
 50   2 -1.025000e+01 
 51   2 6.250000e+00 
 52   2 -11 
 53   2 1.050000e+01 
 54   2 1.150000e+01 
 55   2 -10 
 56   2 -1.500000e+00 
 57   2 4.250000e+00 
 58   2 1.125000e+01 
 59   2 2.250000e+00 
 60   2 3.500000e+00 
 61   2 -6.500000e+00 
 62   2   3 
 63   2 -1.225000e+01 
 64   2 -11 
 65   2 -5.750000e+00 
 66   2 1.125000e+01 
 67   2  12 
 68   2 -11 
 69   2 -3.500000e+00 
 70   2 7.250000e+00 
 71   2 -5.250000e+00 
 72   2 -1.250000e+01 
 73   2   1 
 74   2 -10 
 75   2   4 
 76   2 -9.500000e+00 
 77   2   9 
 78   2 6.750000e+00 
 79   2 -7.500000e+00 
 80   2 -1.150000e+01 
 81   2 -1.050000e+01 
 82   2 -4.750000e+00 
 84   2 -11 
 85   2 6.500000e+00 
 86   2 -7.500000e-01 
 87   2 5.000000e-01 
 88   2 1.125000e+01 
 89   2 1.025000e+01 
 90   2 1.250000e+01 
 91   2 1.250000e+00 
 92   2  11 
 93   2  -7 
 94   2 -2.500000e+00 
 95   2 -1.125000e+01 
 96   2 -3.500000e+00 
 97   2  -3 
 98   2 3.750000e+00 
 99   2 -3.500000e+00 
100   2 -1.075000e+01 
101   2   4 
  4   3 9.500000e+00 
  5   3 -8.750000e+00 
  6   3 5.500000e+00 
  7   3   3 
  8   3 -5.500000e+00 
  9   3 -7.250000e+00 
 10   3 -9.250000e+00 
 11   3 -9.250000e+00 
 12   3 1.250000e+01 
 13   3   8 
 14   3 1.250000e+01 
 15   3  -7 
 16   3 1.500000e+00 
 18   3 -3.250000e+00 
 19   3 3.500000e+00 
 20   3 8.750000e+00 
 21   3   9 
 22   3 5.000000e-01 
 23   3 -3.500000e+00 
 24   3 -1.025000e+01 
 25   3 -1.225000e+01 
 26   3   4 
 27   3 -10 
 28   3 8.500000e+00 
 29   3 6.250000e+00 
 30   3 1.150000e+01 
 31   3 5.750000e+00 
 32   3 -5.750000e+00 
 33   3 1.250000e+00 
 34   3 2.750000e+00 
 35   3 2.500000e+00 
 36   3 5.750000e+00 
 37   3   1 
 38   3 1.250000e+00 
 39   3 1.250000e+01 
 40   3 2.250000e+00 
 41   3 -3.750000e+00 
 42   3  -3 
 43   3 -3.500000e+00 
 44   3   8 
 45   3  -7 
 46   3 2.250000e+00 
 47   3  11 
 48   3 3.500000e+00 
 49   3 1.750000e+00 
 50   3  -6 
 51   3 -1.250000e+01 
 52   3 1.150000e+01 
 53   3   9 
 54   3 8.750000e+00 
 56   3 7.500000e+00 
 57   3 -5.750000e+00 
 58   3 5.000000e-01 
 59   3 2.500000e-01 
 60   3 2.750000e+00 
 61   3 -2.500000e-01 
 62   3 -7.250000e+00 
 63   3 1.250000e+01 
 64   3 1.025000e+01 
 65   3 1.500000e+00 
 66   3   8 
 67   3 -9.750000e+00 
 68   3 2.750000e+00 
 69   3 5.250000e+00 
 70   3 1.750000e+00 
 71   3 7.250000e+00 
 72   3 3.500000e+00 
 73   3 7.500000e-01 
 74   3   1 
 75   3 -3.250000e+00 
 76   3 3.750000e+00 
 77   3 -5.500000e+00 
 78   3  -1 
 79   3 -1.225000e+01 
 80   3   1 
 81   3 -9.250000e+00 
 82   3   8 
 83   3 -2.500000e+00 
 84   3 7.750000e+00 
 85   3 -6.750000e+00 
 86   3 5.750000e+00 
 87   3 2.750000e+00 
 88   3   9 
 89   3 5.500000e+00 
 90   3 3.500000e+00 
 91   3 -1.250000e+01 
 92   3 -1.500000e+00 
 93   3 9.750000e+00 
 94   3 -12 
 95   3 -2.500000e+00 
 96   3 -5.750000e+00 
 97   3 -12 
 98   3 8.750000e+00 
 99   3 7.750000e+00 
100   3 7.500000e-01 
101   3 6.500000e+00 
  5   4 6.500000e+00 
  6   4 7.750000e+00 
  7   4 1.125000e+01 
  8   4   8 
  9   4 -2.500000e+00 
 10   4 -8.750000e+00 
 11   4 -8.750000e+00 
 12   4 -1.125000e+01 
 13   4 -2.250000e+00 
 14   4   4 
 15   4  -5 
 16   4 2.500000e-01 
 17   4 6.500000e+00 
 18   4 1.050000e+01 
 19   4 -5.000000e-01 
 20   4 9.250000e+00 
 21   4 -7.500000e+00 
 22   4 8.250000e+00 
 23   4 1.175000e+01 
 24   4 -1.075000e+01 
 25   4   1 
 26   4 -10 
 27   4   9 
 28   4  -6 
 29   4   9 
 30   4 1.150000e+01 
 31   4 4.250000e+00 
 32   4 5.750000e+00 
 33   4 7.500000e+00 
 34   4 4.250000e+00 
 35   4  -1 
 36   4 1.500000e+00 
 37   4 -8.250000e+00 
 38   4 1.500000e+00 
 39   4 7.500000e+00 
 40   4 1.150000e+01 
 41   4 9.250000e+00 
 42   4 7.250000e+00 
 43   4  -6 
 44   4 -1.125000e+01 
 45   4 7.500000e-01 
 46   4 6.500000e+00 
 47   4 9.250000e+00 
 48   4  -7 
 49   4  -1 
 50   4 8.750000e+00 
 51   4 1.250000e+01 
 52   4   3 
 53   4 5.000000e-01 
 54   4 -7.500000e-01 
 55   4 -1.250000e+01 
 56   4 -1.250000e+01 
 57   4 -1.025000e+01 
 58   4 1.025000e+01 
 59   4 -5.750000e+00 
 60   4 4.250000e+00 
 61   4 5.750000e+00 
 62   4 5.500000e+00 
 63   4   8 
 64   4  -4 
 65   4 8.500000e+00 
 66   4 -4.750000e+00 
 67   4  -3 
 68   4 -4.250000e+00 
 69   4 -1.125000e+01 
 70   4 5.000000e-01 
 71   4   9 
 72   4   9 
 73   4 -4.500000e+00 
 74   4 1.500000e+00 
 75   4 7.750000e+00 
 76   4 7.250000e+00 
 77   4 1.500000e+00 
 78   4 -1.075000e+01 
 79   4 6.750000e+00 
 80   4 -9.250000e+00 
 81   4 -10 
 82   4 -9.250000e+00 
 83   4 4.750000e+00 
 84   4 -9.500000e+00 
 85   4   7 
 86   4 -1.150000e+01 
 87   4 6.750000e+00 
 88   4  11 
 89   4  12 
 90   4 -5.500000e+00 
 91   4 1.250000e+00 
 92   4 2.250000e+00 
 93   4 -2.500000e+00 
 94   4 5.250000e+00 
 95   4 -4.750000e+00 
 96   4 3.250000e+00 
 97   4 1.150000e+01 
 98   4 -12 
 99   4  11 
100   4 -2.250000e+00 
101   4 9.500000e+00 
  6   5 7.250000e+00 
  7   5  -8 
  8   5 7.250000e+00 
  9   5 -1.225000e+01 
 10   5 4.500000e+00 
 11   5 7.500000e-01 
 12   5  -7 
 13   5 -2.750000e+00 
 14   5 1.025000e+01 
 15   5 -5.750000e+00 
 16   5 7.500000e+00 
 17   5 -7.500000e-01 
 18   5 -1.125000e+01 
 19   5 -10 
 20   5 -7.250000e+00 
 21   5 -3.750000e+00 
 22   5 -4.500000e+00 
 23   5   8 
 24   5 1.750000e+00 
 25   5 3.750000e+00 
 26   5 1.125000e+01 
 27   5 -1.500000e+00 
 28   5 -6.250000e+00 
 29   5  -7 
 30   5 1.150000e+01 
 31   5  -6 
 32   5   1 
 33   5 -9.750000e+00 
 34   5 -6.500000e+00 
 35   5 -3.750000e+00 
 36   5 -1.075000e+01 
 37   5 5.750000e+00 
 38   5 -1.175000e+01 
 39   5 -5.000000e-01 
 40   5 1.750000e+00 
 41   5 7.250000e+00 
 42   5 1.025000e+01 
 43   5 1.250000e+00 
 44   5 -9.750000e+00 
 45   5 -4.750000e+00 
 46   5 -5.000000e-01 
 47   5 -1.225000e+01 
 48   5 4.750000e+00 
 49   5 5.250000e+00 
 50   5 -1.125000e+01 
 51   5 1.050000e+01 
 52   5 9.750000e+00 
 53   5   7 
 54   5 8.750000e+00 
 55   5 6.500000e+00 
 56   5 -5.500000e+00 
 57   5 8.750000e+00 
 58   5 -11 
 59   5 3.750000e+00 
 60   5 2.750000e+00 
 61   5  -2 
 62   5 1.125000e+01 
 63   5 2.500000e+00 
 64   5 4.500000e+00 
 65   5 -3.250000e+00 
 66   5 -8.500000e+00 
 67   5 -1.025000e+01 
 68   5 -4.500000e+00 
 69   5 -11 
 70   5 -1.025000e+01 
 71   5 1.750000e+00 
 72   5  -8 
 73   5 4.250000e+00 
 74   5 -11 
 75   5 9.500000e+00 
 76   5 1.225000e+01 
 77   5 -3.250000e+00 
 78   5   7 
 79   5 8.250000e+00 
 80   5 -5.750000e+00 
 81   5 -1.050000e+01 
 82   5 3.500000e+00 
 83   5 8.250000e+00 
 84   5 8.250000e+00 
 85   5 6.250000e+00 
 86   5 -4.250000e+00 
 87   5 -1.250000e+01 
 88   5 1.175000e+01 
 89   5 7.250000e+00 
 90   5 -9.750000e+00 
 91   5 -1.225000e+01 
 92   5 4.750000e+00 
 93   5 -1.225000e+01 
 94   5 1.225000e+01 
 95   5 -4.500000e+00 
 96   5 3.750000e+00 
 97   5 2.750000e+00 
 98   5 -9.250000e+00 
 99   5 1.225000e+01 
100   5 6.250000e+00 
101   5 -12 
  7   6 -1.075000e+01 
  8   6 -5.750000e+00 
  9   6 -8.250000e+00 
 10   6 1.500000e+00 
 11   6 9.250000e+00 
 12   6   1 
 13   6 2.500000e-01 
 14   6 3.500000e+00 
 15   6 8.500000e+00 
 16   6 -8.750000e+00 
 17   6 -9.500000e+00 
 18   6  -6 
 19   6 -2.500000e-01 
 20   6 6.250000e+00 
 21   6 -6.500000e+00 
 22   6 -1.175000e+01 
 23   6 -2.250000e+00 
 24   6 -1.050000e+01 
 25   6 -10 
 26   6 9.750000e+00 
 27   6  -7 
 28   6 -5.500000e+00 
 29   6 3.500000e+00 
 30   6  10 
 31   6  -8 
 32   6 -7.500000e+00 
 33   6 1.050000e+01 
 34   6 8.250000e+00 
 35   6 -1.050000e+01 
 36   6 7.250000e+00 
 37   6 2.500000e+00 
 38   6  -9 
 39   6 -4.250000e+00 
 40   6 7.250000e+00 
 41   6 -4.750000e+00 
 42   6 5.750000e+00 
 43   6 -4.500000e+00 
 44   6 -6.750000e+00 
 45   6 1.125000e+01 
 46   6 -8.250000e+00 
 47   6 -1.250000e+01 
 48   6  -2 
 49   6 -9.750000e+00 
 50   6 2.500000e-01 
 51   6 1.150000e+01 
 52   6  -5 
 53   6 1.150000e+01 
 54   6 5.500000e+00 
 55   6  -9 
 56   6  -9 
 57   6 -2.500000e-01 
 58   6  10 
 59   6 6.500000e+00 
 60   6 -2.500000e+00 
 61   6  -1 
 62   6 -1.750000e+00 
 64   6 -7.250000e+00 
 65   6   8 
 66   6 -1.750000e+00 
 67   6 -3.750000e+00 
 68   6  10 
 69   6 -1.175000e+01 
 70   6 -1.250000e+01 
 71   6   5 
 72   6 -6.250000e+00 
 73   6 2.250000e+00 
 74   6  12 
 75   6 -1.150000e+01 
 76   6   7 
 77   6 7.750000e+00 
 78   6 -1.125000e+01 
 79   6   4 
 80   6 -7.500000e-01 
 81   6 8.500000e+00 
 82   6 -1.250000e+00 
 83   6  -8 
 84   6 -12 
 85   6 5.250000e+00 
 86   6 -2.500000e+00 
 87   6 5.750000e+00 
 88   6 -4.250000e+00 
 89   6 6.250000e+00 
 91   6  -4 
 92   6 -2.500000e-01 
 93   6  10 
 94   6 -9.750000e+00 
 95   6 -4.500000e+00 
 96   6  12 
 97   6 -1.075000e+01 
 98   6   6 
 99   6 -1.250000e+01 
100   6 -1.500000e+00 
101   6 -1.075000e+01 
  8   7 1.250000e+01 
  9   7 4.750000e+00 
 10   7 5.750000e+00 
 11   7 -12 
 12   7  -9 
 13   7 1.075000e+01 
 14   7 9.750000e+00 
 15   7 -6.250000e+00 
 16   7 2.750000e+00 
 17   7 -7.500000e-01 
 18   7 -2.500000e-01 
 19   7  10 
 20   7  11 
 21   7 2.750000e+00 
 22   7 4.250000e+00 
 23   7  12 
 24   7 3.500000e+00 
 25   7 -7.750000e+00 
 26   7 3.750000e+00 
 28   7 7.500000e+00 
 29   7  11 
 30   7 -5.000000e-01 
 31   7   4 
 32   7 -1.075000e+01 
 33   7 -3.250000e+00 
 34   7 9.750000e+00 
 35   7 1.225000e+01 
 36   7 -7.250000e+00 
 37   7 6.750000e+00 
 38   7 -1.075000e+01 
 39   7 -1.050000e+01 
 40   7  -6 
 41   7 6.750000e+00 
 42   7 1.025000e+01 
 43   7 9.250000e+00 
 44   7 -4.750000e+00 
 45   7 7.250000e+00 
 46   7  12 
 47   7   8 
 48   7 4.750000e+00 
 49   7 -2.500000e-01 
 50   7 6.500000e+00 
 51   7   9 
 52   7 -12 
 53   7 -5.500000e+00 
 55   7 -10 
 56   7 3.500000e+00 
 57   7 -1.075000e+01 
 58   7  -2 
 59   7 -3.500000e+00 
 60   7 -7.500000e-01 
 61   7   5 
 62   7 -4.750000e+00 
 63   7   9 
 64   7 -4.750000e+00 
 65   7 -2.500000e-01 
 66   7 -1.175000e+01 
 67   7  -4 
 68   7 7.500000e+00 
 69   7 1.500000e+00 
 70   7   6 
 71   7  -2 
 72   7 -1.250000e+00 
 73   7 -8.750000e+00 
 74   7   8 
 75   7 2.750000e+00 
 76   7 1.175000e+01 
 77   7 -4.250000e+00 
 78   7 4.750000e+00 
 79   7 9.750000e+00 
 80   7 -8.500000e+00 
 81   7  -2 
 82   7 9.250000e+00 
 83   7 -7.250000e+00 
 84   7 -9.750000e+00 
 85   7 4.500000e+00 
 86   7 -1.250000e+00 
 87   7  12 
 88   7 8.750000e+00 
 89   7 -1.125000e+01 
 90   7 7.500000e-01 
 91   7 -4.500000e+00 
 92   7 8.500000e+00 
 93   7  11 
 94   7  -8 
 95   7 1.175000e+01 
 96   7 -1.225000e+01 
 97   7 -11 
 98   7   4 
 99   7   5 
100   7 6.250000e+00 
101   7   9 
  9   8  -8 
 10   8 7.250000e+00 
 11   8 4.750000e+00 
 12   8  -2 
 13   8 -6.250000e+00 
 14   8 -2.750000e+00 
 15   8 -8.250000e+00 
 16   8 -1.175000e+01 
 17   8  -5 
 18   8  -4 
 19   8 1.025000e+01 
 20   8 -4.500000e+00 
 21   8 -7.250000e+00 
 22   8 7.500000e-01 
 23   8  -8 
 24   8 -8.500000e+00 
 25   8 2.750000e+00 
 26   8 -11 
 27   8 -6.500000e+00 
 28   8 -1.075000e+01 
 29   8 5.500000e+00 
 30   8 9.750000e+00 
 31   8   8 
 32   8 -3.750000e+00 
 33   8 7.500000e+00 
 34   8 8.250000e+00 
 35   8  12 
 36   8 -1.150000e+01 
 37   8 8.750000e+00 
 38   8 2.500000e-01 
 39   8 7.750000e+00 
 40   8 1.075000e+01 
 41   8 6.250000e+00 
 42   8 9.500000e+00 
 43   8 -1.500000e+00 
 44   8 1.025000e+01 
 45   8   7 
 46   8 -9.250000e+00 
 47   8 -1.025000e+01 
 48   8 -9.500000e+00 
 49   8 -1.225000e+01 
 50   8 -3.250000e+00 
 51   8 -5.250000e+00 
 52   8 -4.500000e+00 
 53   8 1.075000e+01 
 54   8  -9 
 55   8 5.500000e+00 
 56   8   3 
 57   8 1.125000e+01 
 58   8 9.250000e+00 
 59   8 -2.500000e+00 
 60   8 -7.500000e-01 
 61   8 -6.500000e+00 
 62   8 2.250000e+00 
 63   8 1.250000e+01 
 64   8 1.500000e+00 
 65   8 9.500000e+00 
 66   8 5.750000e+00 
 67   8 6.750000e+00 
 68   8  -6 
 69   8 -8.500000e+00 
 70   8 -5.250000e+00 
 71   8 3.500000e+00 
 72   8   7 
 73   8 -5.500000e+00 
 74   8   3 
 75   8 -8.500000e+00 
 76   8 -3.250000e+00 
 77   8 -1.500000e+00 
 78   8 -2.750000e+00 
 79   8 -1.075000e+01 
 80   8 -1.025000e+01 
 81   8 -6.500000e+00 
 82   8 -1.750000e+00 
 83   8 -11 
 84   8   5 
 85   8 1.125000e+01 
 86   8 7.500000e+00 
 87   8 -1.025000e+01 
 88   8 6.750000e+00 
 89   8 4.750000e+00 
 90   8  -3 
 91   8  -6 
 92   8 1.500000e+00 
 93   8 4.750000e+00 
 94   8 9.750000e+00 
 95   8 5.000000e-01 
 96   8  -4 
 97   8 4.250000e+00 
 98   8 -10 
 99   8 6.750000e+00 
100   8 -1.150000e+01 
101   8   9 
 10   9 -3.500000e+00 
 11   9   5 
 12   9 5.500000e+00 
 13   9 5.500000e+00 
 14   9 -12 
 15   9 -4.500000e+00 
 16   9 4.500000e+00 
 17   9 -2.250000e+00 
 18   9  10 
 19   9 -1.075000e+01 
 20   9 1.175000e+01 
 21   9 3.750000e+00 
 22   9 1.025000e+01 
 23   9  -5 
 24   9 -1.025000e+01 
 25   9 -9.500000e+00 
 26   9 7.500000e+00 
 27   9 4.250000e+00 
 28   9 -2.750000e+00 
 29   9 -7.750000e+00 
 30   9 -1.500000e+00 
 31   9 4.250000e+00 
 32   9 1.225000e+01 
 33   9 -5.500000e+00 
 34   9 -3.750000e+00 
 35   9 6.750000e+00 
 36   9 2.750000e+00 
 37   9 -1.250000e+01 
 38   9 1.075000e+01 
 39   9 -9.500000e+00 
 40   9 -7.500000e+00 
 41   9 -1.050000e+01 
 42   9 -5.500000e+00 
 43   9  -9 
 44   9 1.225000e+01 
 45   9 -1.750000e+00 
 46   9 7.500000e-01 
 47   9 -7.500000e+00 
 48   9 -2.750000e+00 
 49   9 -1.500000e+00 
 50   9   6 
 51   9 -1.050000e+01 
 52   9 -1.125000e+01 
 53   9 1.125000e+01 
 54   9 2.500000e+00 
 55   9 7.250000e+00 
 56   9 3.250000e+00 
 57   9 1.125000e+01 
 58   9 1.050000e+01 
 59   9 8.750000e+00 
 60   9 -9.250000e+00 
 61   9 -10 
 62   9  -2 
 63   9 -9.500000e+00 
 64   9   8 
 65   9 -9.500000e+00 
 66   9 6.500000e+00 
 67   9 1.125000e+01 
 68   9   4 
 69   9 -2.750000e+00 
 70   9 -9.250000e+00 
 71   9 4.500000e+00 
 72   9 5.750000e+00 
 73   9 -5.500000e+00 
 74   9 -9.750000e+00 
 75   9 1.075000e+01 
 76   9   2 
 77   9 2.500000e+00 
 78   9 -1.250000e+01 
 79   9 2.750000e+00 
 80   9 -1.225000e+01 
 81   9 6.250000e+00 
 82   9 -10 
 83   9 -1.750000e+00 
 84   9 -9.750000e+00 
 85   9 7.750000e+00 
 86   9 -12 
 87   9 -2.500000e-01 
 88   9 4.250000e+00 
 89   9 7.750000e+00 
 90   9 6.250000e+00 
 91   9 -1.750000e+00 
 92   9 -11 
 93   9 -2.500000e+00 
 94   9 6.750000e+00 
 95   9  -3 
 96   9 -7.750000e+00 
 97   9 -1.175000e+01 
 98   9 -3.750000e+00 
 99   9 -4.500000e+00 
100   9  -7 
101   9 -5.250000e+00 
 11  10 7.750000e+00 
 12  10  -1 
 13  10  10 
 14  10  -1 
 15  10 1.175000e+01 
 16  10 -7.500000e-01 
 17  10  -7 
 18  10 3.750000e+00 
 19  10 3.500000e+00 
 20  10 -6.750000e+00 
 21  10 2.500000e+00 
 22  10 9.500000e+00 
 23  10 5.000000e-01 
 24  10   1 
 25  10   5 
 26  10 3.750000e+00 
 27  10 2.750000e+00 
 28  10 -6.750000e+00 
 29  10 -6.500000e+00 
 30  10  -6 
 31  10 2.250000e+00 
 32  10 4.500000e+00 
 33  10 2.750000e+00 
 34  10 -1.050000e+01 
 35  10 4.750000e+00 
 36  10 -5.250000e+00 
 37  10 -9.500000e+00 
 38  10 -7.250000e+00 
 39  10 -1.050000e+01 
 40  10 -1.250000e+00 
 41  10 -10 
 42  10 -5.000000e-01 
 43  10 -3.750000e+00 
 44  10 1.500000e+00 
 45  10 -6.250000e+00 
 46  10 -10 
 47  10 6.500000e+00 
 48  10 4.500000e+00 
 49  10 -4.500000e+00 
 50  10 1.250000e+01 
 51  10 5.000000e-01 
 52  10 -3.750000e+00 
 53  10 6.500000e+00 
 54  10  12 
 55  10 9.500000e+00 
 56  10 5.000000e-01 
 57  10 -5.250000e+00 
 58  10 8.500000e+00 
 59  10 5.000000e-01 
 60  10 -1.500000e+00 
 61  10 -3.500000e+00 
 62  10 3.750000e+00 
 63  10 4.250000e+00 
 64  10  -3 
 65  10   5 
 66  10 -6.250000e+00 
 67  10 -6.250000e+00 
 68  10 2.500000e-01 
 69  10 -1.075000e+01 
 70  10   1 
 71  10 2.250000e+00 
 72  10 2.500000e-01 
 73  10 1.125000e+01 
 74  10 -1.250000e+00 
 75  10 2.500000e-01 
 76  10 7.500000e-01 
 77  10 6.250000e+00 
 78  10 -2.500000e-01 
 79  10 -4.750000e+00 
 80  10 1.750000e+00 
 81  10 1.025000e+01 
 82  10 8.500000e+00 
 83  10 1.150000e+01 
 84  10 1.500000e+00 
 85  10 1.025000e+01 
 86  10 5.000000e-01 
 87  10 5.750000e+00 
 88  10 3.500000e+00 
 89  10 -1.250000e+00 
 90  10 -1.500000e+00 
 91  10 -8.250000e+00 
 92  10 5.500000e+00 
 93  10 -5.250000e+00 
 94  10 1.250000e+01 
 95  10  11 
 96  10 7.750000e+00 
 97  10 1.250000e+01 
 98  10 1.175000e+01 
 99  10 5.750000e+00 
100  10 -7.500000e+00 
101  10 2.250000e+00 
 12  11 -4.500000e+00 
 13  11 9.750000e+00 
 14  11 3.250000e+00 
 15  11 1.150000e+01 
 16  11   9 
 17  11 -4.250000e+00 
 18  11 7.500000e+00 
 19  11 5.000000e-01 
 20  11 7.250000e+00 
 21  11 -3.500000e+00 
 22  11  -5 
 23  11 6.500000e+00 
 24  11  -4 
 25  11 5.750000e+00 
 26  11 -7.500000e-01 
 27  11 7.500000e-01 
 28  11 -2.500000e+00 
 29  11 5.500000e+00 
 30  11 2.500000e+00 
 31  11 4.500000e+00 
 32  11 1.225000e+01 
 33  11 7.500000e+00 
 34  11 2.750000e+00 
 35  11 -2.500000e+00 
 36  11 -5.500000e+00 
 37  11 -8.250000e+00 
 39  11 -1.175000e+01 
 40  11 1.050000e+01 
 41  11 1.500000e+00 
 42  11 2.250000e+00 
 43  11   2 
 44  11 -7.750000e+00 
 45  11 2.500000e-01 
 46  11 -1.750000e+00 
 47  11 1.500000e+00 
 48  11  -4 
 49  11   7 
 50  11   2 
 51  11 -8.500000e+00 
 52  11 4.250000e+00 
 53  11  -2 
 54  11  -6 
 55  11   2 
 56  11 -2.250000e+00 
 57  11 -12 
 58  11 4.750000e+00 
 59  11 7.500000e-01 
 60  11 -11 
 61  11  -3 
 62  11 -1.125000e+01 
 63  11 -8.500000e+00 
 64  11 -4.250000e+00 
 66  11   1 
 67  11 -7.750000e+00 
 68  11 8.500000e+00 
 69  11 2.500000e-01 
 70  11   3 
 71  11 -12 
 72  11 4.250000e+00 
 73  11 -1.150000e+01 
 74  11  -8 
 75  11 -6.500000e+00 
 76  11 -8.750000e+00 
 77  11   4 
 78  11 -5.500000e+00 
 79  11 -1.125000e+01 
 80  11 9.500000e+00 
 81  11 -3.250000e+00 
 82  11 1.075000e+01 
 83  11   9 
 84  11 -2.500000e-01 
 85  11 -7.500000e+00 
 86  11 -5.250000e+00 
 87  11 7.750000e+00 
 88  11  -6 
 89  11 -4.500000e+00 
 90  11 4.750000e+00 
 91  11 -3.500000e+00 
 92  11 -8.250000e+00 
 93  11 5.750000e+00 
 94  11 -1.750000e+00 
 95  11   6 
 96  11 -3.500000e+00 
 97  11 -5.000000e-01 
 98  11   9 
 99  11 2.500000e-01 
100  11   7 
101  11   3 
 13  12   7 
 14  12  -3 
 15  12 1.250000e+01 
 16  12  -1 
 17  12 5.000000e-01 
 18  12  -2 
 19  12   4 
 20  12 -4.250000e+00 
 21  12 -4.500000e+00 
 22  12 3.500000e+00 
 23  12 1.075000e+01 
 24  12 -1.075000e+01 
 25  12 4.750000e+00 
 26  12   7 
 27  12 9.250000e+00 
 28  12 -1.025000e+01 
 29  12 -9.750000e+00 
 30  12 9.500000e+00 
 31  12 -3.500000e+00 
 32  12 -3.750000e+00 
 33  12  -4 
 34  12 3.500000e+00 
 35  12 1.075000e+01 
 36  12 1.750000e+00 
 37  12 -2.500000e+00 
 38  12  -9 
 39  12   4 
 40  12 -5.250000e+00 
 41  12 -5.000000e-01 
 42  12 6.750000e+00 
 43  12 4.250000e+00 
 44  12 -10 
